130 1687088070 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088071 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088072 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088073 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088074 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088449 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088448 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088447 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088446 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088445 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088454 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088453 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088452 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088451 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088450 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088449 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088448 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088447 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088446 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088445 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088454 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088453 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088452 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088451 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088450 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088449 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088448 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088447 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088446 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088445 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687088445 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088446 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088447 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088448 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088449 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088450 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088451 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088452 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088453 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687088454 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1687089734 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089733 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089732 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089731 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089730 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089734 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089733 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089732 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089731 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089730 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089734 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089733 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089732 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089731 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1687089730 0,200000 -1,000000 0,200000 0,200000 0,000000
