86 1686795058 4,600000 -1,000000 -101,000000 0,000000 0,000000
86 1686795059 4,600000 -1,000000 -101,000000 0,000000 0,000000
86 1686795060 4,600000 -1,000000 -101,000000 0,000000 0,000000
86 1686795061 4,600000 -1,000000 -101,000000 0,000000 0,000000
86 1686795062 4,600000 -1,000000 -101,000000 0,000000 0,000000
86 1686795063 2,200000 -1,000000 -101,000000 0,000000 0,000000
86 1686795064 2,200000 -1,000000 -101,000000 0,000000 0,000000
86 1686795065 2,200000 -1,000000 -101,000000 0,000000 0,000000
86 1686795066 2,200000 -1,000000 -101,000000 0,000000 0,000000
86 1686795067 2,200000 -1,000000 -101,000000 0,000000 0,000000
86 1686795068 4,800000 -1,000000 -101,000000 0,000000 0,000000
86 1686795069 4,800000 -1,000000 -101,000000 0,000000 0,000000
86 1686795070 4,800000 -1,000000 -101,000000 0,000000 0,000000
86 1686795071 4,800000 -1,000000 -101,000000 0,000000 0,000000
86 1686795072 4,800000 -1,000000 -101,000000 0,000000 0,000000
86 1686795073 2,000000 -1,000000 -101,000000 0,000000 0,000000
86 1686795074 2,000000 -1,000000 -101,000000 0,000000 0,000000
86 1686795075 2,000000 -1,000000 -101,000000 0,000000 0,000000
68 1686795053 0,600000 -1,000000 -101,000000 0,000000 0,000000
68 1686795054 0,600000 -1,000000 -101,000000 0,000000 0,000000
68 1686795055 0,600000 -1,000000 -101,000000 0,000000 0,000000
68 1686795056 0,600000 -1,000000 -101,000000 0,000000 0,000000
68 1686795057 0,600000 -1,000000 -101,000000 0,000000 0,000000
68 1686795058 0,200000 -1,000000 -101,000000 0,000000 0,000000
68 1686795059 0,200000 -1,000000 -101,000000 0,000000 0,000000
68 1686795060 0,200000 -1,000000 -101,000000 0,000000 0,000000
68 1686795061 0,200000 -1,000000 -101,000000 0,000000 0,000000
68 1686795062 0,200000 -1,000000 -101,000000 0,000000 0,000000
68 1686795063 0,400000 -1,000000 -101,000000 0,000000 0,000000
68 1686795064 0,400000 -1,000000 -101,000000 0,000000 0,000000
68 1686795065 0,400000 -1,000000 -101,000000 0,000000 0,000000
68 1686795066 0,400000 -1,000000 -101,000000 0,000000 0,000000
68 1686795067 0,400000 -1,000000 -101,000000 0,000000 0,000000
68 1686795068 0,200000 -1,000000 -101,000000 0,000000 0,000000
