1687010725	0	1687010726
1687010726	3	1687010735
1687010735	4	1687010745
1687010745	5	1687010755
1687010755	6	1687010760
1687010760	7	1687010765
1687010765	8	1687010775
1687010775	9	1687010785
1687010785	10	1687010795
1687010795	12	1687010796
1687010796	13	1687010806
1687010806	14	1687010816
1687010816	15	1687010826
1687010826	16	1687010830
1687010830	17	1687010836
1687010836	18	1687010846
1687010846	19	1687010856
1687010856	20	1687010865
1687010865	21	1687010866
1687010866	23	1687010876
1687010876	24	1687010886
1687010886	25	1687010896
1687010896	26	1687010900
1687010900	27	1687010906
1687010906	28	1687010916
1687010916	29	1687010926
1687010926	30	1687010936
1687010936	33	1687010946
1687010946	34	1687010956
1687010956	35	1687010966
1687010966	36	1687010971
1687010971	37	1687010976
1687010976	38	1687010986
1687010986	39	1687010996
1687010996	40	1687040408
1687040408	39	1687040412
1687040412	38	1687040416
1687040416	37	1687040418
1687040418	36	1687040423
1687040423	35	1687040428
1687040428	34	1687040431
1687040431	33	1687040438
1687040438	32	1687040440
1687040440	31	1687040442
1687040442	30	1687040447
1687040447	29	1687040452
1687040452	28	1687040454
1687040454	27	1687040458
1687040458	26	1687040460
1687040460	25	1687040464
1687040464	24	1687040469
1687040469	23	1687040472
1687040472	22	1687040473
1687040473	21	1687040476
1687040476	20	1687040479
1687040479	19	1687040482
1687040482	18	1687040483
1687040483	17	1687040487
1687040487	16	1687040492
1687040492	15	1687040494
1687040494	14	1687040499
1687040499	13	1687040504
1687040504	12	1687040507
1687040507	11	1687040509
1687040509	10	1687040513
1687040513	9	1687040519
1687040519	8	1687040523
1687040523	7	1687040524
1687040524	6	1687040527
1687040527	5	1687040530
1687040530	4	1687040540
1687040540	3	1687040560
1687040560	2	1687041042
1687041042	1	1687041113
