43 1686428190 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428191 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428192 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428193 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428194 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428195 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428196 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428197 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428198 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428199 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428200 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428201 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428202 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428203 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428204 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428205 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428206 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428207 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428208 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428209 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428210 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428211 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428212 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428213 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428214 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428215 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428216 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428217 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428218 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428219 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428220 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428221 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428222 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428223 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428224 0,200000 -1,000000 -101,000000 0,000000 0,000000
43 1686428225 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428226 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428227 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428228 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428229 0,400000 -1,000000 -101,000000 0,000000 0,000000
43 1686428230 0,400000 -1,000000 -101,000000 0,000000 0,000000
