47 1686428190 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428191 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428192 0,200000 -1,000000 -101,000000 0,000000 0,000000
59 1686428195 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428196 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428197 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428198 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428199 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428200 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428201 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428202 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428203 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428204 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428205 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428206 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428207 0,600000 -1,000000 -101,000000 0,000000 0,000000
47 1686428193 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428194 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428205 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428206 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428207 0,200000 -1,000000 -101,000000 0,000000 0,000000
59 1686428208 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428209 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428210 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428211 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428212 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428213 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428214 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428215 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428216 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428217 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428218 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428219 0,600000 -1,000000 -101,000000 0,000000 0,000000
59 1686428220 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428221 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428222 0,800000 -1,000000 -101,000000 0,000000 0,000000
47 1686428208 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428209 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428220 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428221 0,200000 -1,000000 -101,000000 0,000000 0,000000
47 1686428222 0,200000 -1,000000 -101,000000 0,000000 0,000000
59 1686428223 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428224 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428225 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428226 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428227 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428228 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428229 1,000000 -1,000000 -101,000000 0,000000 0,000000
59 1686428230 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428231 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428232 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428233 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428234 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428235 0,800000 -1,000000 -101,000000 0,000000 0,000000
59 1686428236 0,800000 -1,000000 -101,000000 0,000000 0,000000
